"","edition","round","score","team1","team2","url","venue","year"
"4577","2002-KOREA/JAPAN","1/8_FINAL","2-0 (0-0)","Brazil (Brasil)","Belgium (België)","2002_KJ_FS.htm#634-WC-02-II","Kobe.",2002
"4578","2002-KOREA/JAPAN","1/8_FINAL","0-1 (0-1)","Japan (日本)","Turkey (Türkiye)","2002_KJ_FS.htm#635-WC-02-II","Miyagi.",2002
"4579","2002-KOREA/JAPAN","1/8_FINAL","2-1 (0-1) (a.e.t.)","South Korea (한국)","Italy (Italia)","2002_KJ_FS.htm#636-WC-02-II","Daejeon.",2002
"4580","2002-KOREA/JAPAN","1/4_FINAL","1-2 (1-1)","England","Brazil (Brasil)","2002_KJ_FS.htm#637-WC-02-III","Shizuoka.",2002
"4581","2002-KOREA/JAPAN","1/4_FINAL","1-0 (1-0)","Germany (Deutschland)","USA","2002_KJ_FS.htm#638-WC-02-III","Ulsan.",2002
"4582","2002-KOREA/JAPAN","1/4_FINAL","0-0 (0-0) (a.e.t.) (p.k.)","Spain (España)","South Korea (한국)","2002_KJ_FS.htm#639-WC-02-III","Gwangju.",2002
"4583","2002-KOREA/JAPAN","1/4_FINAL","0-1 (0-0) (a.e.t.)","Senegal (Sénégal)","Turkey (Türkiye)","2002_KJ_FS.htm#640-WC-02-III","Osaka.",2002
"4584","2002-KOREA/JAPAN","1/2_FINAL","1-0 (0-0)","Germany (Deutschland)","South Korea (한국)","2002_KJ_FS.htm#641-WC-02-IV","Seoul.",2002
"4585","2002-KOREA/JAPAN","1/2_FINAL","1-0 (0-0)","Brazil (Brasil)","Turkey (Türkiye)","2002_KJ_FS.htm#642-WC-02-IV","Saitama.",2002
"4586","2002-KOREA/JAPAN","PLACES_3&4","3-2 (3-1)","Turkey (Türkiye)","South Korea (한국)","2002_KJ_FS.htm#643-WC-02-V","Daegu.",2002
"4587","2002-KOREA/JAPAN","_FINAL","2-0 (0-0)","Brazil (Brasil)","Germany (Deutschland)","2002_KJ_FS.htm#644-WC-02-VI","Yokohama.",2002
"4588","2006-GERMANY","PRELIMINARY-S.America","2-2 (2-0)","Argentina","Chile","2006_GERMANY_PR.htm","Buenos Aires.",2003
"4589","2006-GERMANY","PRELIMINARY-S.America","2-0 (1-0)","Ecuador","Venezuela","2006_GERMANY_PR.htm","Quito.",2003
"4590","2006-GERMANY","PRELIMINARY-S.America","4-1 (2-1)","Peru (Perú)","Paraguay","2006_GERMANY_PR.htm","Lima.",2003
"4591","2006-GERMANY","PRELIMINARY-S.America","1-2 (1-1)","Colombia","Brazil (Brasil)","2006_GERMANY_PR.htm","Barranquilla.",2003
"4592","2006-GERMANY","PRELIMINARY-S.America","5-0 (2-0)","Uruguay","Bolivia","2006_GERMANY_PR.htm","Montevideo.",2003
"4593","2006-GERMANY","PRELIMINARY-S.America","2-1 (1-0)","Chile","Peru (Perú)","2006_GERMANY_PR.htm","Santiago.",2003
"4594","2006-GERMANY","PRELIMINARY-S.America","0-3 (0-3)","Venezuela","Argentina","2006_GERMANY_PR.htm","Caracas.",2003
"4595","2006-GERMANY","PRELIMINARY-S.America","4-0 (2-0)","Bolivia","Colombia","2006_GERMANY_PR.htm","La_Paz.",2003
"4596","2006-GERMANY","PRELIMINARY-S.America","1-0 (1-0)","Brazil (Brasil)","Ecuador","2006_GERMANY_PR.htm","Manaus.",2003
"4597","2006-GERMANY","PRELIMINARY-S.America","4-1 (1-1)","Paraguay","Uruguay","2006_GERMANY_PR.htm","Asunción.",2003
"4598","2006-GERMANY","PRELIMINARY-Africa","1-2 (0-1)","Guinea-Bissau (Guiné-Bissau)","Mali","2006_GERMANY_PR.htm","Bissau.",2003
"4599","2006-GERMANY","PRELIMINARY-Africa","0-1 (0-0)","Niger","Algeria (الجزائر)","2006_GERMANY_PR.htm","Niamey.",2003
"4600","2006-GERMANY","PRELIMINARY-Africa","0-4 (0-2)","Seychelles","Zambia","2006_GERMANY_PR.htm","Victoria.",2003
"4601","2006-GERMANY","PRELIMINARY-Africa","0-0 (0-0)","Tanzania","Kenya","2006_GERMANY_PR.htm","Dar es Salaam.",2003
"4602","2006-GERMANY","PRELIMINARY-Africa","1-0 (1-0)","Equatorial Guinea (Guinea Ecuatorial)","Togo","2006_GERMANY_PR.htm","Bata.",2003
"4603","2006-GERMANY","PRELIMINARY-Africa","0-1 (0-0)","São Tomé e Príncipe","Libya (ليبيا)","2006_GERMANY_PR.htm","São_Tomé.",2003
"4604","2006-GERMANY","PRELIMINARY-Africa","1-1 (1-0)","Madagascar (Madagasikara)","Benin (Bénin)","2006_GERMANY_PR.htm","Antananarivo.",2003
"4605","2006-GERMANY","PRELIMINARY-Africa","4-1 (2-0)","Botswana","Lesotho","2006_GERMANY_PR.htm","Gaborone.",2003
"4606","2006-GERMANY","PRELIMINARY-Africa","3-0 (0-0)","Uganda","Mauritius","2006_GERMANY_PR.htm","Kampala.",2003
"4607","2006-GERMANY","PRELIMINARY-Africa","3-0 (1-0)","Zimbabwe","Mauritania (موريتانيا)","2006_GERMANY_PR.htm","Harare.",2003
"4608","2006-GERMANY","PRELIMINARY-Africa","1-3 (0-1)","Ethiopia (ኢትዮጵያ)","Malawi (Malaŵi)","2006_GERMANY_PR.htm","Addis Ababa.",2003
"4609","2006-GERMANY","PRELIMINARY-Africa","3-0 (1-0)","Rwanda","Namibia","2006_GERMANY_PR.htm","Kigali.",2003
"4610","2006-GERMANY","PRELIMINARY-Africa","0-0 (0-0)","Burundi","Gabon","2006_GERMANY_PR.htm","Bujumbura.",2003
"4611","2006-GERMANY","PRELIMINARY-Africa","3-1 (0-0)","Chad (Tchad / تشاد)","Angola","2006_GERMANY_PR.htm","Ndjaména.",2003
"4612","2006-GERMANY","PRELIMINARY-Africa","1-0 (0-0)","Guinea (Guinée)","Mozambique (Moçambique)","2006_GERMANY_PR.htm","Conakry.",2003
"4613","2006-GERMANY","PRELIMINARY-Africa","1-0 (0-0)","Congo","Sierra Leone","2006_GERMANY_PR.htm","Brazzaville.",2003
"4614","2006-GERMANY","PRELIMINARY-Africa","3-0 (0-0)","Sudan (السودان)","Eritrea (ኤርትራ / إرتريا)","2006_GERMANY_PR.htm","Khartoum.",2003
"4615","2006-GERMANY","PRELIMINARY-Africa","1-1 (0-0)","Swaziland (Swatini)","Cape Verde (Cabo Verde)","2006_GERMANY_PR.htm","Mbabane.",2003
"4616","2006-GERMANY","PRELIMINARY-Africa","2-0 (0-0)","Gambia","Liberia","2006_GERMANY_PR.htm","Bakau.",2003
"4617","2006-GERMANY","PRELIMINARY-Africa","2-0 (1-0)","Mali","Guinea-Bissau (Guiné-Bissau)","2006_GERMANY_PR.htm","Bamako.",2003
"4618","2006-GERMANY","PRELIMINARY-Africa","6-0 (4-0)","Algeria (الجزائر)","Niger","2006_GERMANY_PR.htm","Algiers.",2003
"4619","2006-GERMANY","PRELIMINARY-Africa","2-1 (2-0)","Mauritania (موريتانيا)","Zimbabwe","2006_GERMANY_PR.htm","Nouakchott.",2003
"4620","2006-GERMANY","PRELIMINARY-S.America","3-0 (0-0)","Argentina","Bolivia","2006_GERMANY_PR.htm","Buenos Aires.",2003
"4621","2006-GERMANY","PRELIMINARY-S.America","0-1 (0-1)","Colombia","Venezuela","2006_GERMANY_PR.htm","Barranquilla.",2003
"4622","2006-GERMANY","PRELIMINARY-S.America","2-1 (1-0)","Paraguay","Ecuador","2006_GERMANY_PR.htm","Asunción.",2003
"4623","2006-GERMANY","PRELIMINARY-S.America","2-1 (1-1)","Uruguay","Chile","2006_GERMANY_PR.htm","Montevideo.",2003
"4624","2006-GERMANY","PRELIMINARY-Africa","1-1 (1-0)","Zambia","Seychelles","2006_GERMANY_PR.htm","Lusaka.",2003
"4625","2006-GERMANY","PRELIMINARY-Africa","3-0 (3-0)","Kenya","Tanzania","2006_GERMANY_PR.htm","Nairobi.",2003
"4626","2006-GERMANY","PRELIMINARY-Africa","0-0 (0-0)","Malawi (Malaŵi)","Ethiopia (ኢትዮጵያ)","2006_GERMANY_PR.htm","Lilongwe.",2003
"4627","2006-GERMANY","PRELIMINARY-Africa","1-1 (1-1)","Namibia","Rwanda","2006_GERMANY_PR.htm","Windhoek.",2003
"4628","2006-GERMANY","PRELIMINARY-Africa","4-1 (3-0)","Gabon","Burundi","2006_GERMANY_PR.htm","Libreville.",2003
"4629","2006-GERMANY","PRELIMINARY-S.America","1-1 (0-1)","Peru (Perú)","Brazil (Brasil)","2006_GERMANY_PR.htm","Lima.",2003
"4630","2006-GERMANY","PRELIMINARY-Africa","2-0 (1-0)","Togo","Equatorial Guinea (Guinea Ecuatorial)","2006_GERMANY_PR.htm","Lomé.",2003
"4631","2006-GERMANY","PRELIMINARY-Africa","8-0 (4-0)","Libya (ليبيا)","São Tomé e Príncipe","2006_GERMANY_PR.htm","Benghazi.",2003
"4632","2006-GERMANY","PRELIMINARY-Africa","3-2 (1-2)","Benin (Bénin)","Madagascar (Madagasikara)","2006_GERMANY_PR.htm","Cotonou.",2003
"4633","2006-GERMANY","PRELIMINARY-Africa","0-0 (0-0)","Lesotho","Botswana","2006_GERMANY_PR.htm","Maseru.",2003
"4634","2006-GERMANY","PRELIMINARY-Africa","3-1 (1-0)","Mauritius","Uganda","2006_GERMANY_PR.htm","Curepipe.",2003
"4635","2006-GERMANY","PRELIMINARY-Africa","2-0 (1-0)","Angola","Chad (Tchad / تشاد)","2006_GERMANY_PR.htm","Luanda.",2003
"4636","2006-GERMANY","PRELIMINARY-Africa","3-4 (0-3)","Mozambique (Moçambique)","Guinea (Guinée)","2006_GERMANY_PR.htm","Maputo.",2003
"4637","2006-GERMANY","PRELIMINARY-Africa","1-1 (0-0)","Sierra Leone","Congo","2006_GERMANY_PR.htm","Freetown.",2003
"4638","2006-GERMANY","PRELIMINARY-Africa","0-0 (0-0)","Eritrea (ኤርትራ / إرتريا)","Sudan (السودان)","2006_GERMANY_PR.htm","Asmara.",2003
"4639","2006-GERMANY","PRELIMINARY-Africa","3-0 (0-0)","Cape Verde (Cabo Verde)","Swaziland (Swatini)","2006_GERMANY_PR.htm","Praia.",2003
"4640","2006-GERMANY","PRELIMINARY-Africa","3-0 (1-0)","Liberia","Gambia","2006_GERMANY_PR.htm","Monrovia.",2003
"4641","2006-GERMANY","PRELIMINARY-Africa","0-5 (0-1)","Somalia (Soomaaliya)","Ghana","2006_GERMANY_PR.htm","Accra.",2003
"4642","2006-GERMANY","PRELIMINARY-S.America","0-1 (0-1)","Chile","Paraguay","2006_GERMANY_PR.htm","Santiago.",2003
"4643","2006-GERMANY","PRELIMINARY-S.America","2-1 (0-0)","Venezuela","Bolivia","2006_GERMANY_PR.htm","Maracaibo.",2003
"4644","2006-GERMANY","PRELIMINARY-S.America","3-3 (2-0)","Brazil (Brasil)","Uruguay","2006_GERMANY_PR.htm","Curitiba.",2003
"4645","2006-GERMANY","PRELIMINARY-S.America","1-1 (0-1)","Colombia","Argentina","2006_GERMANY_PR.htm","Barranquilla.",2003
"4646","2006-GERMANY","PRELIMINARY-S.America","0-0 (0-0)","Ecuador","Peru (Perú)","2006_GERMANY_PR.htm","Quito.",2003
"4647","2006-GERMANY","PRELIMINARY-Asia","11-0 (6-0)","Turkmenistan (Türkmenistan)","Afghanistan (افغانستان)","2006_GERMANY_PR.htm","Ashgabat.",2003
"4648","2006-GERMANY","PRELIMINARY-Africa","2-0 (1-0)","Ghana","Somalia (Soomaaliya)","2006_GERMANY_PR.htm","Kumasi.",2003
"4649","2006-GERMANY","PRELIMINARY-Asia","0-2 (0-0)","Afghanistan (افغانستان)","Turkmenistan (Türkmenistan)","2006_GERMANY_PR.htm","Kabul.",2003
"4650","2006-GERMANY","PRELIMINARY-Asia","3-0 (1-0)","Taiwan (台湾)","Macao (澳门)","2006_GERMANY_PR.htm","Taipei.",2003
"4651","2006-GERMANY","PRELIMINARY-Asia","0-2 (0-1)","Bangladesh (বাংলাদেশ)","Tajikistan (Точикистон)","2006_GERMANY_PR.htm","Dhaka.",2003
"4652","2006-GERMANY","PRELIMINARY-Asia","1-3 (0-1)","Macao (澳门)","Taiwan (台湾)","2006_GERMANY_PR.htm","Macau.",2003
"4653","2006-GERMANY","PRELIMINARY-Asia","0-0 (0-0)","Laos (ນລາວ)","Sri Lanka (ශ්රී ලංකාව)","2006_GERMANY_PR.htm","Vientiane.",2003
"4654","2006-GERMANY","PRELIMINARY-Asia","0-2 (0-1)","Pakistan (پاکستان)","Kyrgyzstan (Кыргызстан)","2006_GERMANY_PR.htm","Karachi.",2003
"4655","2006-GERMANY","PRELIMINARY-Asia","0-1 (0-1)","Mongolia (Монгол Улс)","Maldives (Divehi Rājjēge)","2006_GERMANY_PR.htm","Ulaan Baatar.",2003
"4656","2006-GERMANY","PRELIMINARY-Asia","2-0 (1-0)","Tajikistan (Точикистон)","Bangladesh (বাংলাদেশ)","2006_GERMANY_PR.htm","Dushanbe.",2003
"4657","2006-GERMANY","PRELIMINARY-Asia","3-0 (1-0)","Sri Lanka (ශ්රී ලංකාව)","Laos (ນລາວ)","2006_GERMANY_PR.htm","Colombo.",2003
"4658","2006-GERMANY","PRELIMINARY-Asia","4-0 (2-0)","Kyrgyzstan (Кыргызстан)","Pakistan (پاکستان)","2006_GERMANY_PR.htm","Bishkek.",2003
"4659","2006-GERMANY","PRELIMINARY-Asia","12-0 (4-0)","Maldives (Divehi Rājjēge)","Mongolia (Монгол Улс)","2006_GERMANY_PR.htm","Malé.",2003
"4660","2006-GERMANY","PRELIMINARY-N/C.America","5-0 (3-0)","Haiti (Haïti)","Turks and Caicos","2006_GERMANY_PR.htm","Miami.",2004
"4661","2006-GERMANY","PRELIMINARY-N/C.America","2-0 (1-0)","Antigua and Barbuda","Dutch Antilles (Nederlandse Antillen)","2006_GERMANY_PR.htm","St._Johns.",2004
"4662","2006-GERMANY","PRELIMINARY-N/C.America","0-4 (0-1)","US Virgin Islands","Saint Kitts & Nevis","2006_GERMANY_PR.htm","St._Thomas.",2004
"4663","2006-GERMANY","PRELIMINARY-Asia","5-0 (2-0)","Jordan (الأردن)","Laos (ນລາວ)","2006_GERMANY_PR.htm","Amman.",2004
"4664","2006-GERMANY","PRELIMINARY-Asia","3-1 (2-0)","Iran (ایران)","Qatar (قطر)","2006_GERMANY_PR.htm","Tehran.",2004
"4665","2006-GERMANY","PRELIMINARY-Asia","1-1 (0-0)","Uzbekistan (Ўзбекистон)","Iraq (العراق)","2006_GERMANY_PR.htm","Tashkent.",2004
"4666","2006-GERMANY","PRELIMINARY-Asia","8-0 (4-0)","Palestine (فلسطين)","Taiwan (台湾)","2006_GERMANY_PR.htm","Doha.",2004
"4667","2006-GERMANY","PRELIMINARY-Asia","1-0 (0-0)","India (भारत)","Singapore (新加坡)","2006_GERMANY_PR.htm","Margao.",2004
"4668","2006-GERMANY","PRELIMINARY-Asia","1-0 (0-0)","Japan (日本)","Oman (عمان)","2006_GERMANY_PR.htm","Saitama.",2004
"4669","2006-GERMANY","PRELIMINARY-Asia","1-3 (1-1)","Malaysia (مليسيا)","Hong Kong (香港)","2006_GERMANY_PR.htm","Kuantan.",2004
"4670","2006-GERMANY","PRELIMINARY-Asia","1-0 (0-0)","China (中国)","Kuwait (الكويت)","2006_GERMANY_PR.htm","Guangzhou.",2004
"4671","2006-GERMANY","PRELIMINARY-Asia","1-1 (0-0)","Yemen (اليمن)","North Korea (조선)","2006_GERMANY_PR.htm","Sanaa.",2004
"4672","2006-GERMANY","PRELIMINARY-Asia","1-0 (1-0)","United Arab Emirates (الإمارات العربية المتحدة)","Thailand (ประเทศไทย)","2006_GERMANY_PR.htm","Al-Ain.",2004
"4673","2006-GERMANY","PRELIMINARY-Asia","1-2 (1-1)","Kyrgyzstan (Кыргызстан)","Tajikistan (Точикистон)","2006_GERMANY_PR.htm","Bishkek.",2004
"4674","2006-GERMANY","PRELIMINARY-Asia","2-1 (0-0)","Bahrain (البحرين)","Syria (سوريا)","2006_GERMANY_PR.htm","Muharraq.",2004
"4675","2006-GERMANY","PRELIMINARY-Asia","4-0 (2-0)","Vietnam (Việt Nam)","Maldives (Divehi Rājjēge)","2006_GERMANY_PR.htm","Hanoi.",2004
"4676","2006-GERMANY","PRELIMINARY-Asia","2-0 (1-0)","South Korea (한국)","Lebanon (لبنان)","2006_GERMANY_PR.htm","Suwon.",2004
"4677","2006-GERMANY","PRELIMINARY-Asia","2-0 (1-0)","Turkmenistan (Türkmenistan)","Sri Lanka (ශ්රී ලංකාව)","2006_GERMANY_PR.htm","Ashgabat.",2004
"4678","2006-GERMANY","PRELIMINARY-Asia","3-0 (3-0)","Saudi Arabia (العربية السعودية)","Indonesia","2006_GERMANY_PR.htm","Riyadh.",2004
"4679","2006-GERMANY","PRELIMINARY-N/C.America","0-2 (0-2)","Turks and Caicos","Haiti (Haïti)","2006_GERMANY_PR.htm","Hialeah.",2004
"4680","2006-GERMANY","PRELIMINARY-N/C.America","1-2 (0-0)","Cayman Islands","Cuba","2006_GERMANY_PR.htm","Georgetown.",2004
"4681","2006-GERMANY","PRELIMINARY-N/C.America","0-1 (0-0)","British Virgin Islands","Saint Lucia","2006_GERMANY_PR.htm","Road Town.",2004
"4682","2006-GERMANY","PRELIMINARY-N/C.America","5-0 (2-0)","Grenada","Guyana","2006_GERMANY_PR.htm","St._Georges.",2004
"4683","2006-GERMANY","PRELIMINARY-N/C.America","1-2 (0-0)","Aruba","Surinam (Suriname)","2006_GERMANY_PR.htm","Oranjestad.",2004
"4684","2006-GERMANY","PRELIMINARY-N/C.America","13-0 (6-0)","Bermuda","Montserrat","2006_GERMANY_PR.htm","Hamilton.",2004
"4685","2006-GERMANY","PRELIMINARY-N/C.America","1-3 (1-1)","Guyana","Grenada","2006_GERMANY_PR.htm","Blairmont.",2004
"4686","2006-GERMANY","PRELIMINARY-N/C.America","0-0 (0-0)","Dominican Republic (República Dominicana)","Anguilla","2006_GERMANY_PR.htm","Santo Domingo.",2004
"4687","2006-GERMANY","PRELIMINARY-N/C.America","0-7 (0-5)","Montserrat","Bermuda","2006_GERMANY_PR.htm","Plymouth.",2004
"4688","2006-GERMANY","PRELIMINARY-N/C.America","0-6 (0-2)","Anguilla","Dominican Republic (República Dominicana)","2006_GERMANY_PR.htm","Santo Domingo.",2004
"4689","2006-GERMANY","PRELIMINARY-N/C.America","1-1 (0-0)","Dominica","Bahamas","2006_GERMANY_PR.htm","Nassau.",2004
"4690","2006-GERMANY","PRELIMINARY-N/C.America","3-0 (1-0)","Cuba","Cayman Islands","2006_GERMANY_PR.htm","La_Habana.",2004
"4691","2006-GERMANY","PRELIMINARY-N/C.America","8-1 (4-1)","Surinam (Suriname)","Aruba","2006_GERMANY_PR.htm","Paramaribo.",2004
"4692","2006-GERMANY","PRELIMINARY-N/C.America","9-0 (3-0)","Saint Lucia","British Virgin Islands","2006_GERMANY_PR.htm","Vieux-Fort.",2004
"4693","2006-GERMANY","PRELIMINARY-N/C.America","1-3 (0-1)","Bahamas","Dominica","2006_GERMANY_PR.htm","Nassau.",2004
"4694","2006-GERMANY","PRELIMINARY-S.America","1-0 (0-0)","Argentina","Ecuador","2006_GERMANY_PR.htm","Buenos Aires.",2004
"4695","2006-GERMANY","PRELIMINARY-S.America","0-2 (0-1)","Bolivia","Chile","2006_GERMANY_PR.htm","La_Paz.",2004
"4696","2006-GERMANY","PRELIMINARY-S.America","0-0 (0-0)","Paraguay","Brazil (Brasil)","2006_GERMANY_PR.htm","Asunción.",2004
"4697","2006-GERMANY","PRELIMINARY-S.America","0-2 (0-2)","Peru (Perú)","Colombia","2006_GERMANY_PR.htm","Lima.",2004
"4698","2006-GERMANY","PRELIMINARY-S.America","0-3 (0-1)","Uruguay","Venezuela","2006_GERMANY_PR.htm","Montevideo.",2004
"4699","2006-GERMANY","PRELIMINARY-N/C.America","3-0 (2-0)","Dutch Antilles (Nederlandse Antillen)","Antigua and Barbuda","2006_GERMANY_PR.htm","Willemstad.",2004
"4700","2006-GERMANY","PRELIMINARY-N/C.America","7-0 (2-0)","Saint Kitts & Nevis","US Virgin Islands","2006_GERMANY_PR.htm","Basseterre.",2004
"4701","2006-GERMANY","PRELIMINARY-Asia","1-0 (0-0)","Jordan (الأردن)","Qatar (قطر)","2006_GERMANY_PR.htm","Amman.",2004
"4702","2006-GERMANY","PRELIMINARY-Asia","0-7 (0-4)","Laos (ນລາວ)","Iran (ایران)","2006_GERMANY_PR.htm","Vientiane.",2004
"4703","2006-GERMANY","PRELIMINARY-Asia","1-1 (0-1)","Palestine (فلسطين)","Iraq (العراق)","2006_GERMANY_PR.htm","Doha.",2004
"4704","2006-GERMANY","PRELIMINARY-Asia","0-1 (0-0)","Taiwan (台湾)","Uzbekistan (Ўзбекистон)","2006_GERMANY_PR.htm","Taipei.",2004
"4705","2006-GERMANY","PRELIMINARY-Asia","1-5 (1-2)","India (भारत)","Oman (عمان)","2006_GERMANY_PR.htm","Kochin.",2004
"4706","2006-GERMANY","PRELIMINARY-Asia","1-2 (0-1)","Singapore (新加坡)","Japan (日本)","2006_GERMANY_PR.htm","Singapore.",2004
"4707","2006-GERMANY","PRELIMINARY-Asia","0-2 (0-0)","Malaysia (مليسيا)","Kuwait (الكويت)","2006_GERMANY_PR.htm","Kuantan.",2004
"4708","2006-GERMANY","PRELIMINARY-Asia","0-1 (0-0)","Hong Kong (香港)","China (中国)","2006_GERMANY_PR.htm","Hong Kong.",2004
"4709","2006-GERMANY","PRELIMINARY-Asia","0-3 (0-0)","Yemen (اليمن)","Thailand (ประเทศไทย)","2006_GERMANY_PR.htm","Sanaa.",2004
"4710","2006-GERMANY","PRELIMINARY-Asia","0-0 (0-0)","North Korea (조선)","United Arab Emirates (الإمارات العربية المتحدة)","2006_GERMANY_PR.htm","Pyongyang.",2004
"4711","2006-GERMANY","PRELIMINARY-Asia","0-0 (0-0)","Tajikistan (Точикистон)","Bahrain (البحرين)","2006_GERMANY_PR.htm","Dushanbe.",2004
"4712","2006-GERMANY","PRELIMINARY-Asia","1-1 (0-0)","Kyrgyzstan (Кыргызстан)","Syria (سوريا)","2006_GERMANY_PR.htm","Bishkek.",2004
"4713","2006-GERMANY","PRELIMINARY-Asia","0-0 (0-0)","Maldives (Divehi Rājjēge)","South Korea (한국)","2006_GERMANY_PR.htm","Malé.",2004
"4714","2006-GERMANY","PRELIMINARY-Asia","0-2 (0-0)","Vietnam (Việt Nam)","Lebanon (لبنان)","2006_GERMANY_PR.htm","Nam_Dinh.",2004
"4715","2006-GERMANY","PRELIMINARY-Asia","0-1 (0-0)","Sri Lanka (ශ්රී ලංකාව)","Saudi Arabia (العربية السعودية)","2006_GERMANY_PR.htm","Colombo.",2004
"4716","2006-GERMANY","PRELIMINARY-Asia","3-1 (2-1)","Turkmenistan (Türkmenistan)","Indonesia","2006_GERMANY_PR.htm","Ashgabat.",2004
"4717","2006-GERMANY","PRELIMINARY-Oceania","6-0 (2-0)","Solomon Islands","Tonga","2006_GERMANY_PR.htm","Honiara.",2004
"4718","2006-GERMANY","PRELIMINARY-Oceania","2-0 (1-0)","Tahiti","Cook Islands","2006_GERMANY_PR.htm","Honiara.",2004
"4719","2006-GERMANY","PRELIMINARY-Oceania","1-1 (0-0)","Papua New Guinea (Papua Niugini)","Vanuatu","2006_GERMANY_PR.htm","Apia.",2004
"4720","2006-GERMANY","PRELIMINARY-Oceania","4-0 (2-0)","Samoa","American Samoa","2006_GERMANY_PR.htm","Apia.",2004
"4721","2006-GERMANY","PRELIMINARY-Oceania","5-0 (3-0)","Solomon Islands","Cook Islands","2006_GERMANY_PR.htm","Honiara.",2004
"4722","2006-GERMANY","PRELIMINARY-Oceania","0-0 (0-0)","Tahiti","New Caledonia (Nouvelle-Calédonie)","2006_GERMANY_PR.htm","Honiara.",2004
"4723","2006-GERMANY","PRELIMINARY-Oceania","1-9 (1-3)","American Samoa","Vanuatu","2006_GERMANY_PR.htm","Apia.",2004
"4724","2006-GERMANY","PRELIMINARY-Oceania","4-2 (2-2)","Fiji","Papua New Guinea (Papua Niugini)","2006_GERMANY_PR.htm","Apia.",2004
"4725","2006-GERMANY","PRELIMINARY-Oceania","2-1 (0-0)","Tonga","Cook Islands","2006_GERMANY_PR.htm","Honiara.",2004
"4726","2006-GERMANY","PRELIMINARY-Oceania","2-0 (2-0)","Solomon Islands","New Caledonia (Nouvelle-Calédonie)","2006_GERMANY_PR.htm","Honiara.",2004
"4727","2006-GERMANY","PRELIMINARY-Oceania","11-0 (7-0)","Fiji","American Samoa","2006_GERMANY_PR.htm","Apia.",2004
"4728","2006-GERMANY","PRELIMINARY-Oceania","0-3 (0-1)","Samoa","Vanuatu","2006_GERMANY_PR.htm","Apia.",2004
"4729","2006-GERMANY","PRELIMINARY-Oceania","8-0 (6-0)","New Caledonia (Nouvelle-Calédonie)","Cook Islands","2006_GERMANY_PR.htm","Honiara.",2004
"4730","2006-GERMANY","PRELIMINARY-Oceania","2-0 (1-0)","Tahiti","Tonga","2006_GERMANY_PR.htm","Honiara.",2004
"4731","2006-GERMANY","PRELIMINARY-Oceania","0-10 (0-7)","American Samoa","Papua New Guinea (Papua Niugini)","2006_GERMANY_PR.htm","Apia.",2004
"4732","2006-GERMANY","PRELIMINARY-Oceania","0-4 (0-1)","Samoa","Fiji","2006_GERMANY_PR.htm","Apia.",2004
"4733","2006-GERMANY","PRELIMINARY-Oceania","8-0 (4-0)","New Caledonia (Nouvelle-Calédonie)","Tonga","2006_GERMANY_PR.htm","Honiara.",2004
"4734","2006-GERMANY","PRELIMINARY-Oceania","1-1 (0-1)","Solomon Islands","Tahiti","2006_GERMANY_PR.htm","Honiara.",2004
"4735","2006-GERMANY","PRELIMINARY-Oceania","0-3 (0-1)","Fiji","Vanuatu","2006_GERMANY_PR.htm","Apia.",2004
"4736","2006-GERMANY","PRELIMINARY-Oceania","1-4 (0-2)","Samoa","Papua New Guinea (Papua Niugini)","2006_GERMANY_PR.htm","Apia.",2004
"4737","2006-GERMANY","PRELIMINARY-Oceania","1-0 (1-0)","Australia","New Zealand (Aotearoa)","2006_GERMANY_PR.htm","Adelaide.",2004
"4738","2006-GERMANY","PRELIMINARY-Oceania","0-1 (0-0)","Vanuatu","Solomon Islands","2006_GERMANY_PR.htm","Adelaide.",2004
"4739","2006-GERMANY","PRELIMINARY-Oceania","0-0 (0-0)","Tahiti","Fiji","2006_GERMANY_PR.htm","Adelaide.",2004
"4740","2006-GERMANY","PRELIMINARY-Oceania","9-0 (3-0)","Australia","Tahiti","2006_GERMANY_PR.htm","Adelaide.",2004
"4741","2006-GERMANY","PRELIMINARY-Oceania","3-0 (1-0)","New Zealand (Aotearoa)","Solomon Islands","2006_GERMANY_PR.htm","Adelaide.",2004
"4742","2006-GERMANY","PRELIMINARY-Oceania","1-0 (0-0)","Fiji","Vanuatu","2006_GERMANY_PR.htm","Adelaide.",2004
"4743","2006-GERMANY","PRELIMINARY-S.America","2-1 (1-1)","Bolivia","Paraguay","2006_GERMANY_PR.htm","La_Paz.",2004
"4744","2006-GERMANY","PRELIMINARY-S.America","1-3 (0-2)","Uruguay","Peru (Perú)","2006_GERMANY_PR.htm","Montevideo.",2004
"4745","2006-GERMANY","PRELIMINARY-S.America","0-1 (0-0)","Venezuela","Chile","2006_GERMANY_PR.htm","San_Cristóbal.",2004
"4746","2006-GERMANY","PRELIMINARY-S.America","3-1 (1-0)","Brazil (Brasil)","Argentina","2006_GERMANY_PR.htm","Belo Horizonte.",2004
"4747","2006-GERMANY","PRELIMINARY-S.America","2-1 (1-0)","Ecuador","Colombia","2006_GERMANY_PR.htm","Quito.",2004
"4748","2006-GERMANY","PRELIMINARY-Oceania","6-1 (2-1)","Australia","Fiji","2006_GERMANY_PR.htm","Adelaide.",2004
