"","edition","round","score","team1","team2","url","venue","year"
"1480","1982-SPAIN","PRELIMINARY-N/C.America","1-1 (0-1)","Honduras","Costa Rica","1982_SPAIN_PR.htm","Tegucigalpa.",1980
"1481","1982-SPAIN","PRELIMINARY-Africa","1-0 (1-0)","Zimbabwe","Cameroon (Cameroun)","1982_SPAIN_PR.htm","Harare.",1980
"1482","1982-SPAIN","PRELIMINARY-Africa","2-0 (2-0)","Morocco (المغرب)","Zambia","1982_SPAIN_PR.htm","Fez.",1980
"1483","1982-SPAIN","PRELIMINARY-Africa","1-1 (1-0)","Madagascar (Madagasikara)","Zaire (Zaïre)","1982_SPAIN_PR.htm","Antananarivo.",1980
"1484","1982-SPAIN","PRELIMINARY-Europe","1-0 (0-0)","Belgium (België)","Netherlands (Nederland)","1982_SPAIN_PR.htm","Bruxelles.",1980
"1485","1982-SPAIN","PRELIMINARY-Europe","6-0 (4-0)","Ireland (Éire)","Cyprus (Κύπρος)","1982_SPAIN_PR.htm","Dublin.",1980
"1486","1982-SPAIN","PRELIMINARY-Europe","1-0 (1-0)","Wales (Cymru)","Czechoslovakia (Československo)","1982_SPAIN_PR.htm","Cardiff.",1980
"1487","1982-SPAIN","PRELIMINARY-Europe","2-1 (2-0)","England","Switzerland (Schweiz / Suisse)","1982_SPAIN_PR.htm","London.",1980
"1488","1982-SPAIN","PRELIMINARY-Europe","4-0 (2-0)","Denmark (Danmark)","Luxembourg (Lëtzebuerg)","1982_SPAIN_PR.htm","København.",1980
"1489","1982-SPAIN","PRELIMINARY-Europe","1-0 (0-0)","Portugal","Northern Ireland (Ulster)","1982_SPAIN_PR.htm","Lisboa.",1980
"1490","1982-SPAIN","PRELIMINARY-N/C.America","2-1 (1-1)","USA","Mexico (México)","1982_SPAIN_PR.htm","Fort Lauderdale.",1980
"1491","1982-SPAIN","PRELIMINARY-N/C.America","2-1 (1-0)","El Salvador","Honduras","1982_SPAIN_PR.htm","San_Salvador.",1980
"1492","1982-SPAIN","PRELIMINARY-N/C.America","0-3 (0-1)","Costa Rica","Guatemala","1982_SPAIN_PR.htm","San_José.",1980
"1493","1982-SPAIN","PRELIMINARY-N/C.America","0-0 (0-0)","Dutch Antilles (Nederlandse Antillen)","Trinidad and Tobago","1982_SPAIN_PR.htm","Willemstad.",1980
"1494","1982-SPAIN","PRELIMINARY-N/C.America","2-0 (1-0)","Honduras","El Salvador","1982_SPAIN_PR.htm","Tegucigalpa.",1980
"1495","1982-SPAIN","PRELIMINARY-N/C.America","0-3 (0-3)","Guyana","Cuba","1982_SPAIN_PR.htm","Linden.",1980
"1496","1982-SPAIN","PRELIMINARY-Africa","2-0 (0-0) (p.k.)","Zambia","Morocco (المغرب)","1982_SPAIN_PR.htm","Lusaka.",1980
"1497","1982-SPAIN","PRELIMINARY-Europe","1-3 (0-2)","Bulgaria (България)","FRG (BRD / Westdeutschland)","1982_SPAIN_PR.htm","Sofija.",1980
"1498","1982-SPAIN","PRELIMINARY-Europe","2-0 (2-0)","Czechoslovakia (Československo)","Turkey (Türkiye)","1982_SPAIN_PR.htm","Praha.",1980
"1499","1982-SPAIN","PRELIMINARY-Europe","0-1 (0-1)","Albania (Shqipëri)","Austria (Österreich)","1982_SPAIN_PR.htm","Tiranë.",1980
"1500","1982-SPAIN","PRELIMINARY-Europe","0-2 (0-1)","Greece (Ελλάδα)","Italy (Italia)","1982_SPAIN_PR.htm","Athína.",1980
"1501","1982-SPAIN","PRELIMINARY-Africa","1-1 (1-0)","Nigeria","Tanzania","1982_SPAIN_PR.htm","Lagos.",1980
"1502","1982-SPAIN","PRELIMINARY-Europe","0-2 (0-0)","Malta","Poland (Polska)","1982_SPAIN_PR.htm","Valletta.",1980
"1503","1982-SPAIN","PRELIMINARY-N/C.America","0-1 (0-0)","Guatemala","Honduras","1982_SPAIN_PR.htm","Guatemala.",1980
"1504","1982-SPAIN","PRELIMINARY-Africa","0-0 (0-0)","Liberia","Guinea (Guinée)","1982_SPAIN_PR.htm","Monrovia.",1980
"1505","1982-SPAIN","PRELIMINARY-N/C.America","0-0 (0-0)","Costa Rica","El Salvador","1982_SPAIN_PR.htm","San_José.",1980
"1506","1982-SPAIN","PRELIMINARY-N/C.America","1-1 (0-1)","Dutch Antilles (Nederlandse Antillen)","Haiti (Haïti)","1982_SPAIN_PR.htm","Willemstad.",1980
"1507","1982-SPAIN","PRELIMINARY-Africa","2-0 (2-0)","Algeria (الجزائر)","Sudan (السودان)","1982_SPAIN_PR.htm","Constantine.",1980
"1508","1982-SPAIN","PRELIMINARY-N/C.America","5-0 (3-0)","Honduras","Panama (Panamá)","1982_SPAIN_PR.htm","Tegucigalpa.",1980
"1509","1982-SPAIN","PRELIMINARY-Africa","0-1 (0-0)","Niger","Togo","1982_SPAIN_PR.htm","Niamey.",1980
"1510","1982-SPAIN","PRELIMINARY-Europe","3-0 (2-0)","Portugal","Israel (ישראל)","1982_SPAIN_PR.htm","Lisboa.",1980
"1511","1982-SPAIN","PRELIMINARY-Africa","0-2 (0-1)","Tanzania","Nigeria","1982_SPAIN_PR.htm","Dar es Salaam.",1980
"1512","1982-SPAIN","PRELIMINARY-Europe","0-2 (0-1)","Cyprus (Κύπρος)","Belgium (België)","1982_SPAIN_PR.htm","Levkosía.",1980
"1513","1982-SPAIN","PRELIMINARY-N/C.America","1-0 (0-0)","El Salvador","Guatemala","1982_SPAIN_PR.htm","San_Salvador.",1980
"1514","1982-SPAIN","PRELIMINARY-Africa","3-2 (2-2)","Zaire (Zaïre)","Madagascar (Madagasikara)","1982_SPAIN_PR.htm","Kinshasa.",1980
"1515","1982-SPAIN","PRELIMINARY-Africa","1-0 (1-0)","Guinea (Guinée)","Liberia","1982_SPAIN_PR.htm","Conakry.",1980
"1516","1982-SPAIN","PRELIMINARY-As./O.","0-1 (0-0)","Hong Kong (香港)","China (中国)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1517","1982-SPAIN","PRELIMINARY-As./O.","3-0 (2-0)","North Korea (조선)","Macao (澳门)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1518","1982-SPAIN","PRELIMINARY-As./O.","0-1 (0-1)","Singapore (新加坡)","Japan (日本)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1519","1982-SPAIN","PRELIMINARY-As./O.","3-0 (2-0)","China (中国)","Macao (澳门)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1520","1982-SPAIN","PRELIMINARY-As./O.","1-1 (0-0)","Hong Kong (香港)","Singapore (新加坡)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1521","1982-SPAIN","PRELIMINARY-As./O.","1-0 (1-0)","China (中国)","Japan (日本)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1522","1982-SPAIN","PRELIMINARY-As./O.","0-1 (0-1)","Singapore (新加坡)","North Korea (조선)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1523","1982-SPAIN","PRELIMINARY-Africa","1-1 (0-0)","Sudan (السودان)","Algeria (الجزائر)","1982_SPAIN_PR.htm","Khartoum.",1980
"1524","1982-SPAIN","PRELIMINARY-Africa","1-2 (0-0)","Togo","Niger","1982_SPAIN_PR.htm","Lomé.",1980
"1525","1982-SPAIN","PRELIMINARY-As./O.","3-0 (0-0)","Japan (日本)","Macao (澳门)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1526","1982-SPAIN","PRELIMINARY-As./O.","2-2 (1-2)","Hong Kong (香港)","North Korea (조선)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1527","1982-SPAIN","PRELIMINARY-As./O.","1-0 (0-0)","North Korea (조선)","Japan (日本)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1528","1982-SPAIN","PRELIMINARY-As./O.","0-0 (0-0) (p.k.)","Hong Kong (香港)","China (中国)","1982_SPAIN_PR.htm","Hong Kong.",1980
"1529","1982-SPAIN","PRELIMINARY-As./O.","2-4 (2-2)","North Korea (조선)","China (中国)","1982_SPAIN_PR.htm","Hong Kong.",1981
"1530","1982-SPAIN","PRELIMINARY-Europe","2-0 (2-0)","Greece (Ελλάδα)","Luxembourg (Lëtzebuerg)","1982_SPAIN_PR.htm","Thessaloníkê.",1981
"1531","1982-SPAIN","PRELIMINARY-S.America","0-1 (0-0)","Venezuela","Brazil (Brasil)","1982_SPAIN_PR.htm","Caracas.",1981
"1532","1982-SPAIN","PRELIMINARY-S.America","3-0 (1-0)","Bolivia","Venezuela","1982_SPAIN_PR.htm","La_Paz.",1981
"1533","1982-SPAIN","PRELIMINARY-Europe","3-2 (2-1)","Belgium (België)","Cyprus (Κύπρος)","1982_SPAIN_PR.htm","Bruxelles.",1981
"1534","1982-SPAIN","PRELIMINARY-Europe","3-0 (1-0)","Netherlands (Nederland)","Cyprus (Κύπρος)","1982_SPAIN_PR.htm","Groningen.",1981
"1535","1982-SPAIN","PRELIMINARY-S.America","1-2 (1-1)","Bolivia","Brazil (Brasil)","1982_SPAIN_PR.htm","La_Paz.",1981
"1536","1982-SPAIN","PRELIMINARY-Europe","0-1 (0-0)","Israel (ישראל)","Scotland","1982_SPAIN_PR.htm","Tel Aviv.",1981
"1537","1982-SPAIN","PRELIMINARY-Europe","0-2 (0-1)","Luxembourg (Lëtzebuerg)","Greece (Ελλάδα)","1982_SPAIN_PR.htm","Luxembourg.",1981
"1538","1982-SPAIN","PRELIMINARY-S.America","1-0 (1-0)","Venezuela","Bolivia","1982_SPAIN_PR.htm","Caracas.",1981
"1539","1982-SPAIN","PRELIMINARY-As./O.","0-1 (0-0)","Qatar (قطر)","Iraq (العراق)","1982_SPAIN_PR.htm","Riyadh.",1981
"1540","1982-SPAIN","PRELIMINARY-As./O.","0-1 (0-0)","Syria (سوريا)","Bahrain (البحرين)","1982_SPAIN_PR.htm","Riyadh.",1981
"1541","1982-SPAIN","PRELIMINARY-As./O.","0-1 (0-0)","Iraq (العراق)","Saudi Arabia (العربية السعودية)","1982_SPAIN_PR.htm","Riyadh.",1981
"1542","1982-SPAIN","PRELIMINARY-S.America","3-1 (1-0)","Brazil (Brasil)","Bolivia","1982_SPAIN_PR.htm","Rio de Janeiro.",1981
"1543","1982-SPAIN","PRELIMINARY-As./O.","3-0 (2-0)","Qatar (قطر)","Bahrain (البحرين)","1982_SPAIN_PR.htm","Riyadh.",1981
"1544","1982-SPAIN","PRELIMINARY-As./O.","0-2 (0-0)","Syria (سوريا)","Saudi Arabia (العربية السعودية)","1982_SPAIN_PR.htm","Riyadh.",1981
"1545","1982-SPAIN","PRELIMINARY-Europe","1-0 (0-0)","Netherlands (Nederland)","France","1982_SPAIN_PR.htm","Rotterdam.",1981
"1546","1982-SPAIN","PRELIMINARY-Europe","1-0 (0-0)","Belgium (België)","Ireland (Éire)","1982_SPAIN_PR.htm","Bruxelles.",1981
"1547","1982-SPAIN","PRELIMINARY-Europe","0-1 (0-0)","Turkey (Türkiye)","Wales (Cymru)","1982_SPAIN_PR.htm","Ankara.",1981
"1548","1982-SPAIN","PRELIMINARY-Europe","1-1 (0-0)","Scotland","Northern Ireland (Ulster)","1982_SPAIN_PR.htm","Glasgow.",1981
"1549","1982-SPAIN","PRELIMINARY-As./O.","2-0 (1-0)","Iraq (العراق)","Bahrain (البحرين)","1982_SPAIN_PR.htm","Riyadh.",1981
"1550","1982-SPAIN","PRELIMINARY-As./O.","2-1 (1-1)","Qatar (قطر)","Syria (سوريا)","1982_SPAIN_PR.htm","Riyadh.",1981
"1551","1982-SPAIN","PRELIMINARY-As./O.","0-1 (0-0)","Bahrain (البحرين)","Saudi Arabia (العربية السعودية)","1982_SPAIN_PR.htm","Riyadh.",1981
"1552","1982-SPAIN","PRELIMINARY-S.America","5-0 (1-0)","Brazil (Brasil)","Venezuela","1982_SPAIN_PR.htm","Goiânia.",1981
"1553","1982-SPAIN","PRELIMINARY-As./O.","2-1 (1-0)","Iraq (العراق)","Syria (سوريا)","1982_SPAIN_PR.htm","Riyadh.",1981
"1554","1982-SPAIN","PRELIMINARY-As./O.","0-1 (0-0)","Qatar (قطر)","Saudi Arabia (العربية السعودية)","1982_SPAIN_PR.htm","Riyadh.",1981
"1555","1982-SPAIN","PRELIMINARY-Europe","0-2 (0-1)","Albania (Shqipëri)","FRG (BRD / Westdeutschland)","1982_SPAIN_PR.htm","Tiranë.",1981
"1556","1982-SPAIN","PRELIMINARY-Europe","1-2 (1-2)","Malta","GDR (DDR / Ostdeutschland)","1982_SPAIN_PR.htm","Valletta.",1981
"1557","1982-SPAIN","PRELIMINARY-Africa","1-1 (0-1)","Guinea (Guinée)","Nigeria","1982_SPAIN_PR.htm","Conakry.",1981
"1558","1982-SPAIN","PRELIMINARY-Africa","1-0 (1-0)","Zaire (Zaïre)","Cameroon (Cameroun)","1982_SPAIN_PR.htm","Kinshasa.",1981
"1559","1982-SPAIN","PRELIMINARY-Europe","0-3 (0-0)","Turkey (Türkiye)","Czechoslovakia (Československo)","1982_SPAIN_PR.htm","İstanbul.",1981
"1560","1982-SPAIN","PRELIMINARY-As./O.","2-1 (1-1)","South Korea (한국)","Malaysia (مليسيا)","1982_SPAIN_PR.htm","Kuwait.",1981
"1561","1982-SPAIN","PRELIMINARY-As./O.","6-0 (4-0)","Kuwait (الكويت)","Thailand (ประเทศไทย)","1982_SPAIN_PR.htm","Kuwait.",1981
"1562","1982-SPAIN","PRELIMINARY-As./O.","5-1 (2-1)","South Korea (한국)","Thailand (ประเทศไทย)","1982_SPAIN_PR.htm","Kuwait.",1981
"1563","1982-SPAIN","PRELIMINARY-Africa","1-0 (0-0)","Nigeria","Guinea (Guinée)","1982_SPAIN_PR.htm","Lagos.",1981
"1564","1982-SPAIN","PRELIMINARY-As./O.","3-3 (2-3)","New Zealand (Aotearoa)","Australia","1982_SPAIN_PR.htm","Auckland.",1981
"1565","1982-SPAIN","PRELIMINARY-As./O.","4-0 (2-0)","Kuwait (الكويت)","Malaysia (مليسيا)","1982_SPAIN_PR.htm","Kuwait.",1981
"1566","1982-SPAIN","PRELIMINARY-Africa","6-1 (3-0)","Cameroon (Cameroun)","Zaire (Zaïre)","1982_SPAIN_PR.htm","Yaoundé.",1981
"1567","1982-SPAIN","PRELIMINARY-Africa","1-0 (1-0)","Morocco (المغرب)","Egypt (مصر)","1982_SPAIN_PR.htm","Casablanca.",1981
"1568","1982-SPAIN","PRELIMINARY-As./O.","2-2 (0-0)","Malaysia (مليسيا)","Thailand (ประเทศไทย)","1982_SPAIN_PR.htm","Kuwait.",1981
"1569","1982-SPAIN","PRELIMINARY-Europe","2-2 (1-1)","Switzerland (Schweiz / Suisse)","Hungary (Magyarország)","1982_SPAIN_PR.htm","Luzern.",1981
"1570","1982-SPAIN","PRELIMINARY-Europe","3-1 (2-0)","Scotland","Israel (ישראל)","1982_SPAIN_PR.htm","Glasgow.",1981
"1571","1982-SPAIN","PRELIMINARY-Europe","2-0 (2-0)","FRG (BRD / Westdeutschland)","Austria (Österreich)","1982_SPAIN_PR.htm","Hamburg.",1981
"1572","1982-SPAIN","PRELIMINARY-Europe","3-2 (3-1)","France","Belgium (België)","1982_SPAIN_PR.htm","Paris.",1981
"1573","1982-SPAIN","PRELIMINARY-Europe","0-1 (0-1)","Cyprus (Κύπρος)","Netherlands (Nederland)","1982_SPAIN_PR.htm","Levkosía.",1981
"1574","1982-SPAIN","PRELIMINARY-Europe","0-0 (0-0)","England","Romania (România)","1982_SPAIN_PR.htm","London.",1981
"1575","1982-SPAIN","PRELIMINARY-Europe","5-1 (3-0)","Yugoslavia (Југославија)","Greece (Ελλάδα)","1982_SPAIN_PR.htm","Split.",1981
"1576","1982-SPAIN","PRELIMINARY-Europe","1-0 (0-0)","Northern Ireland (Ulster)","Portugal","1982_SPAIN_PR.htm","Belfast.",1981
"1577","1982-SPAIN","PRELIMINARY-As./O.","2-0 (0-0)","Kuwait (الكويت)","South Korea (한국)","1982_SPAIN_PR.htm","Kuwait.",1981
"1578","1982-SPAIN","PRELIMINARY-Europe","1-2 (1-0)","Luxembourg (Lëtzebuerg)","Denmark (Danmark)","1982_SPAIN_PR.htm","Luxembourg.",1981
"1579","1982-SPAIN","PRELIMINARY-Africa","4-0 (1-0)","Algeria (الجزائر)","Niger","1982_SPAIN_PR.htm","Constantine.",1981
"1580","1982-SPAIN","PRELIMINARY-Europe","1-0 (0-0)","Poland (Polska)","GDR (DDR / Ostdeutschland)","1982_SPAIN_PR.htm","Chorzów.",1981
"1581","1982-SPAIN","PRELIMINARY-As./O.","0-4 (0-3)","Fiji","New Zealand (Aotearoa)","1982_SPAIN_PR.htm","Suva.",1981
"1582","1982-SPAIN","PRELIMINARY-As./O.","0-0 (0-0)","Taiwan (台湾)","New Zealand (Aotearoa)","1982_SPAIN_PR.htm","Taipei.",1981
"1583","1982-SPAIN","PRELIMINARY-Africa","0-0 (0-0)","Egypt (مصر)","Morocco (المغرب)","1982_SPAIN_PR.htm","Cairo.",1981
"1584","1982-SPAIN","PRELIMINARY-As./O.","0-2 (0-1)","Indonesia","New Zealand (Aotearoa)","1982_SPAIN_PR.htm","Jakarta.",1981
"1585","1982-SPAIN","PRELIMINARY-Europe","4-0 (1-0)","Bulgaria (България)","Finland (Suomi)","1982_SPAIN_PR.htm","Sofija.",1981
"1586","1982-SPAIN","PRELIMINARY-Europe","1-0 (1-0)","Hungary (Magyarország)","Romania (România)","1982_SPAIN_PR.htm","Budapest.",1981
"1587","1982-SPAIN","PRELIMINARY-As./O.","0-2 (0-1)","Australia","New Zealand (Aotearoa)","1982_SPAIN_PR.htm","Sydney.",1981
"1588","1982-SPAIN","PRELIMINARY-S.America","1-0 (0-0)","Ecuador","Paraguay","1982_SPAIN_PR.htm","Guayaquil.",1981
"1589","1982-SPAIN","PRELIMINARY-Europe","1-2 (0-0)","Norway (Norge)","Hungary (Magyarország)","1982_SPAIN_PR.htm","Oslo.",1981
"1590","1982-SPAIN","PRELIMINARY-As./O.","2-0 (2-0)","Australia","Indonesia","1982_SPAIN_PR.htm","Melbourne.",1981
"1591","1982-SPAIN","PRELIMINARY-As./O.","5-0 (2-0)","New Zealand (Aotearoa)","Indonesia","1982_SPAIN_PR.htm","Auckland.",1981
"1592","1982-SPAIN","PRELIMINARY-Europe","0-4 (0-3)","Finland (Suomi)","FRG (BRD / Westdeutschland)","1982_SPAIN_PR.htm","Lahti.",1981
"1593","1982-SPAIN","PRELIMINARY-S.America","0-0 (0-0)","Ecuador","Chile","1982_SPAIN_PR.htm","Guayaquil.",1981
"1594","1982-SPAIN","PRELIMINARY-Europe","6-1 (2-0)","Czechoslovakia (Československo)","Iceland (Ísland)","1982_SPAIN_PR.htm","Bratislava.",1981
"1595","1982-SPAIN","PRELIMINARY-Europe","2-0 (1-0)","Austria (Österreich)","Bulgaria (България)","1982_SPAIN_PR.htm","Wien.",1981
"1596","1982-SPAIN","PRELIMINARY-Europe","0-0 (0-0)","Wales (Cymru)","Soviet Union (СССР)","1982_SPAIN_PR.htm","Wrexham.",1981
"1597","1982-SPAIN","PRELIMINARY-Europe","2-1 (2-0)","Switzerland (Schweiz / Suisse)","England","1982_SPAIN_PR.htm","Basel.",1981
"1598","1982-SPAIN","PRELIMINARY-As./O.","2-0 (1-0)","New Zealand (Aotearoa)","Taiwan (台湾)","1982_SPAIN_PR.htm","Auckland.",1981
"1599","1982-SPAIN","PRELIMINARY-S.America","3-1 (0-0)","Paraguay","Ecuador","1982_SPAIN_PR.htm","Asunción.",1981
"1600","1982-SPAIN","PRELIMINARY-Africa","1-0 (0-0)","Niger","Algeria (الجزائر)","1982_SPAIN_PR.htm","Niamey.",1981
"1601","1982-SPAIN","PRELIMINARY-As./O.","0-0 (0-0)","Fiji","Indonesia","1982_SPAIN_PR.htm","Suva.",1981
"1602","1982-SPAIN","PRELIMINARY-Europe","1-0 (0-0)","Romania (România)","Norway (Norge)","1982_SPAIN_PR.htm","Bucureşti.",1981
"1603","1982-SPAIN","PRELIMINARY-Europe","3-1 (0-0)","Denmark (Danmark)","Italy (Italia)","1982_SPAIN_PR.htm","København.",1981
"1604","1982-SPAIN","PRELIMINARY-Europe","1-0 (0-0)","Sweden (Sverige)","Northern Ireland (Ulster)","1982_SPAIN_PR.htm","Stockholm.",1981
"1605","1982-SPAIN","PRELIMINARY-Europe","1-3 (1-1)","Hungary (Magyarország)","England","1982_SPAIN_PR.htm","Budapest.",1981
"1606","1982-SPAIN","PRELIMINARY-As./O.","2-1 (1-0)","Fiji","Taiwan (台湾)","1982_SPAIN_PR.htm","Suva.",1981
"1607","1982-SPAIN","PRELIMINARY-S.America","0-1 (0-0)","Paraguay","Chile","1982_SPAIN_PR.htm","Asunción.",1981
"1608","1982-SPAIN","PRELIMINARY-As./O.","3-2 (1-0)","Australia","Taiwan (台湾)","1982_SPAIN_PR.htm","Adelaide.",1981
"1609","1982-SPAIN","PRELIMINARY-S.America","2-0 (1-0)","Chile","Ecuador","1982_SPAIN_PR.htm","Santiago.",1981
"1610","1982-SPAIN","PRELIMINARY-As./O.","1-0 (0-0)","Indonesia","Taiwan (台湾)","1982_SPAIN_PR.htm","Jakarta.",1981
"1611","1982-SPAIN","PRELIMINARY-Europe","5-1 (2-0)","Austria (Österreich)","Finland (Suomi)","1982_SPAIN_PR.htm","Linz.",1981
"1612","1982-SPAIN","PRELIMINARY-Europe","1-1 (0-0)","Norway (Norge)","Switzerland (Schweiz / Suisse)","1982_SPAIN_PR.htm","Oslo.",1981
"1613","1982-SPAIN","PRELIMINARY-S.America","3-0 (3-0)","Chile","Paraguay","1982_SPAIN_PR.htm","Santiago.",1981
"1614","1982-SPAIN","PRELIMINARY-Europe","3-0 (1-0)","Sweden (Sverige)","Portugal","1982_SPAIN_PR.htm","Stockholm.",1981
"1615","1982-SPAIN","PRELIMINARY-As./O.","2-0 (2-0)","Taiwan (台湾)","Indonesia","1982_SPAIN_PR.htm","Taipei.",1981
"1616","1982-SPAIN","PRELIMINARY-S.America","1-1 (0-0)","Colombia","Peru (Perú)","1982_SPAIN_PR.htm","Bogotá.",1981
"1617","1982-SPAIN","PRELIMINARY-As./O.","1-4 (0-4)","Fiji","Australia","1982_SPAIN_PR.htm","Suva.",1981
"1618","1982-SPAIN","PRELIMINARY-As./O.","0-0 (0-0)","Taiwan (台湾)","Fiji","1982_SPAIN_PR.htm","Taipei.",1981
"1619","1982-SPAIN","PRELIMINARY-S.America","3-2 (1-1)","Uruguay","Colombia","1982_SPAIN_PR.htm","Montevideo.",1981
"1620","1982-SPAIN","PRELIMINARY-As./O.","3-3 (3-1)","Indonesia","Fiji","1982_SPAIN_PR.htm","Jakarta.",1981
"1621","1982-SPAIN","PRELIMINARY-As./O.","10-0 (3-0)","Australia","Fiji","1982_SPAIN_PR.htm","Melbourne.",1981
"1622","1982-SPAIN","PRELIMINARY-S.America","2-0 (1-0)","Peru (Perú)","Colombia","1982_SPAIN_PR.htm","Lima.",1981
"1623","1982-SPAIN","PRELIMINARY-As./O.","13-0 (7-0)","New Zealand (Aotearoa)","Fiji","1982_SPAIN_PR.htm","Auckland.",1981
"1624","1982-SPAIN","PRELIMINARY-S.America","1-2 (0-2)","Uruguay","Peru (Perú)","1982_SPAIN_PR.htm","Montevideo.",1981
"1625","1982-SPAIN","PRELIMINARY-As./O.","1-0 (0-0)","Indonesia","Australia","1982_SPAIN_PR.htm","Surabaya.",1981
"1626","1982-SPAIN","PRELIMINARY-Europe","2-1 (0-0)","Finland (Suomi)","Albania (Shqipëri)","1982_SPAIN_PR.htm","Kotka.",1981
"1627","1982-SPAIN","PRELIMINARY-S.America","0-0 (0-0)","Peru (Perú)","Uruguay","1982_SPAIN_PR.htm","Lima.",1981
"1628","1982-SPAIN","PRELIMINARY-As./O.","0-0 (0-0)","Taiwan (台湾)","Australia","1982_SPAIN_PR.htm","Taipei.",1981
"1629","1982-SPAIN","PRELIMINARY-Europe","2-2 (1-1)","Netherlands (Nederland)","Ireland (Éire)","1982_SPAIN_PR.htm","Rotterdam.",1981
"1630","1982-SPAIN","PRELIMINARY-Europe","2-0 (1-0)","Belgium (België)","France","1982_SPAIN_PR.htm","Bruxelles.",1981
"1631","1982-SPAIN","PRELIMINARY-Europe","2-0 (1-0)","Iceland (Ísland)","Turkey (Türkiye)","1982_SPAIN_PR.htm","Reykjavík.",1981
"1632","1982-SPAIN","PRELIMINARY-Europe","2-0 (1-0)","Czechoslovakia (Československo)","Wales (Cymru)","1982_SPAIN_PR.htm","Praha.",1981
"1633","1982-SPAIN","PRELIMINARY-Europe","2-1 (2-1)","Norway (Norge)","England","1982_SPAIN_PR.htm","Oslo.",1981
"1634","1982-SPAIN","PRELIMINARY-Europe","1-2 (0-0)","Denmark (Danmark)","Yugoslavia (Југославија)","1982_SPAIN_PR.htm","København.",1981
"1635","1982-SPAIN","PRELIMINARY-Europe","2-0 (1-0)","Scotland","Sweden (Sverige)","1982_SPAIN_PR.htm","Glasgow.",1981
"1636","1982-SPAIN","PRELIMINARY-S.America","1-1 (1-1)","Colombia","Uruguay","1982_SPAIN_PR.htm","Bogotá.",1981
"1637","1982-SPAIN","PRELIMINARY-Europe","7-1 (2-1)","FRG (BRD / Westdeutschland)","Finland (Suomi)","1982_SPAIN_PR.htm","Bochum.",1981
"1638","1982-SPAIN","PRELIMINARY-Europe","1-1 (1-0)","Iceland (Ísland)","Czechoslovakia (Československo)","1982_SPAIN_PR.htm","Reykjavík.",1981
"1639","1982-SPAIN","PRELIMINARY-Europe","4-0 (3-0)","Soviet Union (СССР)","Turkey (Türkiye)","1982_SPAIN_PR.htm","Moskva.",1981
"1640","1982-SPAIN","PRELIMINARY-Europe","0-0 (0-0)","Romania (România)","Hungary (Magyarország)","1982_SPAIN_PR.htm","Bucureşti.",1981
"1641","1982-SPAIN","PRELIMINARY-As./O.","0-0 (0-0)","China (中国)","New Zealand (Aotearoa)","1982_SPAIN_PR.htm","Beijing.",1981
"1642","1982-SPAIN","PRELIMINARY-As./O.","1-0 (1-0)","New Zealand (Aotearoa)","China (中国)","1982_SPAIN_PR.htm","Auckland.",1981
"1643","1982-SPAIN","PRELIMINARY-Europe","0-3 (0-2)","Turkey (Türkiye)","Soviet Union (СССР)","1982_SPAIN_PR.htm","İzmir.",1981
"1644","1982-SPAIN","PRELIMINARY-Europe","1-2 (0-0)","Romania (România)","Switzerland (Schweiz / Suisse)","1982_SPAIN_PR.htm","Bucureşti.",1981
"1645","1982-SPAIN","PRELIMINARY-Europe","2-3 (0-2)","GDR (DDR / Ostdeutschland)","Poland (Polska)","1982_SPAIN_PR.htm","Leipzig.",1981
"1646","1982-SPAIN","PRELIMINARY-Africa","0-2 (0-2)","Nigeria","Algeria (الجزائر)","1982_SPAIN_PR.htm","Lagos.",1981
"1647","1982-SPAIN","PRELIMINARY-As./O.","1-2 (1-0)","New Zealand (Aotearoa)","Kuwait (الكويت)","1982_SPAIN_PR.htm","Auckland.",1981
"1648","1982-SPAIN","PRELIMINARY-Europe","1-3 (1-2)","Austria (Österreich)","FRG (BRD / Westdeutschland)","1982_SPAIN_PR.htm","Wien.",1981
"1649","1982-SPAIN","PRELIMINARY-Europe","0-2 (0-0)","Albania (Shqipëri)","Bulgaria (България)","1982_SPAIN_PR.htm","Tiranë.",1981
"1650","1982-SPAIN","PRELIMINARY-Europe","3-0 (2-0)","Netherlands (Nederland)","Belgium (België)","1982_SPAIN_PR.htm","Rotterdam.",1981
"1651","1982-SPAIN","PRELIMINARY-Europe","3-2 (3-1)","Ireland (Éire)","France","1982_SPAIN_PR.htm","Dublin.",1981
"1652","1982-SPAIN","PRELIMINARY-Europe","2-2 (1-0)","Wales (Cymru)","Iceland (Ísland)","1982_SPAIN_PR.htm","Swansea.",1981
